sample_id,rainfall_mm_per_hour,elevation_meters,soil_saturation,impassable_within_two_hours,synthetic
syn-04982,54.87557,18.00398,0.6842364,1,True
syn-04983,70.49919,31.06944,0.4945707,0,True
syn-04984,52.17152,10.17805,0.5984344,1,True
syn-04985,20.05980,23.67407,0.5210839,0,True
syn-04986,45.71917,3.69375,0.4927982,1,True
syn-04987,14.05438,0.00000,0.5740359,0,True
syn-04988,61.60566,13.12951,0.4181585,1,True
syn-04989,15.70636,18.39625,0.2316394,0,True
syn-04990,112.92688,13.85072,0.5875831,1,True
syn-04991,6.73696,20.68724,0.7183700,0,True
syn-04992,46.34670,29.20585,0.5294209,0,True
syn-04993,59.67452,19.89507,0.3482197,1,True
syn-04994,104.57619,8.62463,0.6841338,1,True
syn-04995,48.60263,15.79670,0.5218997,1,True
syn-04996,92.07567,8.76997,0.7770116,1,True
syn-04997,57.65277,10.35102,0.6566138,1,True
syn-04998,34.71127,13.17770,0.7664248,0,True
syn-04999,35.39528,24.09826,0.7101309,0,True
syn-05000,13.05644,19.35728,0.8759350,0,True
syn-05001,33.50709,10.71024,0.7038831,0,True
syn-05002,31.18983,12.24456,0.8914110,0,True
syn-05003,17.95204,33.57376,0.2819422,0,True
syn-05004,23.83463,4.47383,0.7887959,1,True
syn-05005,35.71889,17.96829,0.7923043,1,True
syn-05006,33.52372,15.08195,0.6695774,0,True
syn-05007,113.82356,19.97339,0.7417673,1,True
syn-05008,31.16282,10.36715,0.9155716,1,True
syn-05009,42.83298,4.10500,0.4121499,0,True
syn-05010,97.72711,6.85368,0.8150482,1,True
syn-05011,62.21352,0.00000,0.4150212,1,True
syn-05012,25.05311,0.15909,0.6600803,0,True
syn-05013,64.73182,7.57294,0.7749965,1,True
syn-05014,112.12550,11.42205,0.5928797,1,True
syn-05015,2.94622,12.51632,0.8065274,0,True
syn-05016,71.56662,2.43315,0.8271629,1,True
syn-05017,48.17443,22.69549,0.8519202,1,True
syn-05018,11.40947,9.98626,0.3790919,0,True
syn-05019,6.32696,7.21771,0.6100361,0,True
syn-05020,15.64350,15.02943,0.3128144,0,True
syn-05021,30.73087,3.80035,0.8277224,0,True
syn-05022,43.12837,20.98111,0.7584410,0,True
syn-05023,12.94595,1.46628,0.2321534,0,True
syn-05024,17.84034,4.15725,0.6477503,1,True
syn-05025,25.92718,3.38794,0.3770671,0,True
syn-05026,36.28693,16.75294,0.5101578,0,True
syn-05027,28.83989,17.83227,0.6030568,0,True
syn-05028,18.62822,16.15372,0.6124326,0,True
syn-05029,37.52256,19.79097,0.7766842,0,True
syn-05030,20.40014,10.30282,0.2114850,0,True
syn-05031,87.07346,14.70881,0.6079594,1,True
syn-05032,55.24880,23.04850,0.8780997,1,True
syn-05033,23.97319,13.47674,0.4975312,0,True
syn-05034,35.91394,14.20185,0.3907252,0,True
syn-05035,35.85235,11.33251,0.8290939,1,True
syn-05036,49.93294,18.50180,0.7985051,0,True
syn-05037,49.38841,5.15231,0.2635138,0,True
syn-05038,47.37521,16.79170,0.9522871,1,True
syn-05039,20.16820,0.79121,0.4870589,0,True
syn-05040,21.71668,28.37899,0.5963823,0,True
syn-05041,105.09254,10.43707,0.6776438,1,True
syn-05042,17.46722,3.65156,0.6079120,1,True
syn-05043,30.77234,15.23001,0.6933504,0,True
syn-05044,17.84888,18.84815,0.5815997,0,True
syn-05045,7.62933,17.74135,0.3127035,0,True
syn-05046,89.81263,13.25833,0.7882371,1,True
syn-05047,28.30334,34.18998,0.2633300,0,True
syn-05048,60.41445,9.80450,0.1921889,0,True
syn-05049,35.43571,20.43178,0.4975756,0,True
syn-05050,49.53701,10.55278,0.5777574,1,True
syn-05051,21.98363,17.19725,0.3831668,0,True
syn-05052,16.97425,18.79490,0.6821931,1,True
syn-05053,92.16582,14.64437,0.3205312,0,True
syn-05054,53.20065,10.79490,0.9658530,1,True
syn-05055,102.21230,10.16371,0.5244523,1,True
syn-05056,32.54682,18.26500,0.8160265,1,True
syn-05057,36.48548,19.32080,0.5276220,0,True
syn-05058,42.37817,0.00000,0.4641475,0,True
syn-05059,12.96089,19.06036,0.5269442,0,True
syn-05060,29.22625,19.55161,0.2260786,0,True
syn-05061,28.40774,10.57206,0.8116375,1,True
syn-05062,6.45411,5.77801,0.8033640,0,True
syn-05063,42.00845,21.03555,0.7240396,0,True
syn-05064,30.97834,20.37913,0.2866490,0,True
syn-05065,27.83501,2.52468,0.6024873,0,True
syn-05066,48.33305,32.24000,0.5913034,1,True
syn-05067,27.74090,0.68468,0.6457242,1,True
syn-05068,68.67115,7.80759,0.5110520,1,True
syn-05069,30.93684,16.46170,0.5434580,0,True
syn-05070,12.58606,19.35118,0.5263891,0,True
syn-05071,97.71029,17.72885,0.2494431,1,True
syn-05072,44.18241,12.44114,0.2561328,0,True
syn-05073,9.22625,18.61536,0.1349148,0,True
syn-05074,23.57533,10.59478,0.6415747,0,True
syn-05075,79.91383,10.55281,0.9431528,1,True
syn-05076,14.05718,21.95073,0.7707567,0,True
syn-05077,25.85828,26.61519,0.3728468,0,True
syn-05078,55.53164,7.25571,0.8630728,1,True
syn-05079,25.60042,9.00091,0.6139749,0,True
syn-05080,81.65164,19.85245,0.6441223,1,True
syn-05081,42.73377,10.23773,0.5491369,1,True
syn-05082,44.93016,24.03082,0.5599536,0,True
syn-05083,24.51088,18.43207,0.3286946,0,True
syn-05084,21.00339,11.10436,0.1985225,0,True
syn-05085,43.11328,16.93014,0.3725954,1,True
syn-05086,31.08906,17.45054,0.7025355,0,True
syn-05087,16.08689,16.07779,0.8257600,1,True
syn-05088,64.12328,18.80647,0.5166770,1,True
syn-05089,18.56391,17.50498,0.9059679,0,True
syn-05090,40.30339,31.58827,0.6561438,0,True
syn-05091,15.70500,6.02548,0.9608791,0,True
syn-05092,54.26761,4.60042,0.7906858,1,True
syn-05093,60.45323,22.44001,0.5199466,0,True
syn-05094,35.21804,11.64528,0.3549858,1,True
syn-05095,21.94033,25.18842,0.3127781,0,True
syn-05096,16.04283,6.97681,0.1747895,0,True
syn-05097,4.90718,5.52221,0.4198143,0,True
syn-05098,35.40968,18.77591,0.8129909,0,True
syn-05099,76.51889,12.72453,0.2702397,1,True
syn-05100,40.88657,17.95579,0.7856141,0,True
syn-05101,44.73926,13.09685,0.0784243,0,True
syn-05102,4.26348,24.83247,0.2492949,0,True
syn-05103,10.29836,6.66672,0.2411427,0,True
syn-05104,136.54161,21.27906,0.9082819,1,True
syn-05105,45.06609,5.86689,0.3374665,0,True
syn-05106,45.25750,0.00000,0.3274612,0,True
syn-05107,14.34375,14.54165,0.5826800,0,True
syn-05108,52.83557,15.79963,0.5807564,0,True
syn-05109,16.30506,16.84772,0.8744513,0,True
syn-05110,106.23109,31.98921,0.8444431,1,True
syn-05111,20.77201,9.07302,0.8125830,1,True
syn-05112,88.48083,9.07421,0.3261983,1,True
syn-05113,11.65909,31.40572,0.3113514,0,True
syn-05114,14.52382,17.49024,0.7066960,0,True
syn-05115,40.43760,20.51503,0.7629076,1,True
syn-05116,30.41800,12.55146,0.7251357,0,True
syn-05117,34.82295,15.51498,0.6229771,0,True
syn-05118,25.98147,0.00000,0.9272885,0,True
syn-05119,32.75873,15.86329,0.5243135,0,True
syn-05120,41.71435,14.74810,0.3299696,0,True
syn-05121,58.13060,6.91696,0.8814027,0,True
syn-05122,27.78633,33.13999,0.3834782,0,True
syn-05123,27.40088,22.36387,0.8497793,1,True
syn-05124,48.80985,13.42972,0.2087831,0,True
syn-05125,39.27802,13.16356,0.3835921,0,True
syn-05126,64.61964,25.41638,0.2896360,0,True
syn-05127,52.10101,1.93272,0.9185619,1,True
syn-05128,79.97005,27.71102,0.4641741,0,True
syn-05129,32.01388,29.33604,0.0960846,0,True
syn-05130,57.61230,16.67869,0.6077441,0,True
syn-05131,2.62019,10.82344,0.2663487,0,True
syn-05132,38.99225,6.06234,0.7391270,0,True
syn-05133,53.57705,5.75101,0.7377567,1,True
syn-05134,7.51369,26.42389,0.3759616,0,True
syn-05135,47.07274,4.47532,0.7134576,1,True
syn-05136,26.80703,31.99471,0.6096873,0,True
syn-05137,84.67570,5.61212,0.4946929,1,True
syn-05138,70.70388,8.41235,0.2760112,1,True
syn-05139,140.00000,20.18221,0.7791671,1,True
syn-05140,34.60640,23.94053,0.2682014,0,True
syn-05141,3.04507,14.82536,0.8804509,0,True
syn-05142,33.55049,38.46016,0.9245930,0,True
syn-05143,57.38435,2.17991,0.4093161,0,True
syn-05144,24.32251,15.63678,0.7210342,0,True
syn-05145,22.67321,10.02146,0.2049357,0,True
syn-05146,110.96900,6.84329,0.6376948,1,True
syn-05147,26.37990,21.94509,0.2883242,0,True
syn-05148,128.25175,0.00000,0.4877512,1,True
syn-05149,22.47502,19.49152,0.4084125,0,True
syn-05150,64.93866,11.55651,0.2556567,1,True
syn-05151,41.75311,16.44231,0.1634008,0,True
syn-05152,50.72459,16.88382,0.6965570,1,True
syn-05153,13.30105,0.00000,0.6311661,0,True
syn-05154,43.38942,8.94876,0.6070971,1,True
syn-05155,7.20950,15.67716,0.5443614,0,True
syn-05156,15.67256,12.11290,0.4242308,0,True
syn-05157,68.72044,16.29047,0.6646691,0,True
syn-05158,27.09296,4.24307,0.5673891,0,True
syn-05159,82.06942,12.88341,0.6675180,1,True
syn-05160,64.29208,23.03660,0.8089734,1,True
syn-05161,120.05672,4.27605,0.6065160,1,True
syn-05162,28.34671,3.33506,0.7334965,0,True
syn-05163,50.83057,9.31044,0.1554575,0,True
syn-05164,69.09512,8.72091,0.5492716,1,True
syn-05165,19.68153,7.42645,0.7595470,0,True
syn-05166,42.70984,24.43455,0.7687179,1,True
syn-05167,32.23885,8.04548,0.5467711,0,True
syn-05168,95.46015,14.48354,0.1669077,1,True
syn-05169,87.77667,10.21441,0.5545115,0,True
syn-05170,24.79525,19.07887,0.7488623,0,True
syn-05171,69.50638,14.36554,0.4416367,1,True
syn-05172,16.70033,20.78445,0.5917556,0,True
syn-05173,13.65813,18.68648,0.5144656,0,True
syn-05174,34.62198,0.00000,0.8689762,0,True
syn-05175,25.91039,14.91349,0.7114192,0,True
syn-05176,8.20606,18.38396,0.3086421,0,True
syn-05177,31.76863,25.69396,0.1221727,0,True
syn-05178,13.86871,8.66649,0.2732692,0,True
syn-05179,16.63988,6.34977,0.3183491,0,True
syn-05180,130.64062,21.01937,0.6487491,1,True
syn-05181,54.93736,34.56591,0.7390524,0,True
syn-05182,35.51271,15.08874,0.5137239,0,True
syn-05183,19.34189,14.05607,0.2724674,0,True
syn-05184,31.91036,12.36952,0.3727408,0,True
syn-05185,16.35962,5.69236,0.7185837,1,True
syn-05186,17.22313,0.01600,0.4568241,0,True
syn-05187,18.93224,15.46456,0.6731663,0,True
syn-05188,24.47919,21.46933,0.8320881,0,True
syn-05189,46.77856,23.34449,0.2825134,0,True
syn-05190,44.38777,13.18267,0.7984945,0,True
syn-05191,38.02242,15.68687,0.3379703,0,True
syn-05192,23.11196,22.97391,0.5076082,0,True
syn-05193,113.75326,35.13806,0.7635567,1,True
syn-05194,46.22182,21.20718,0.4623921,0,True
syn-05195,25.62280,14.22885,0.4373467,0,True
syn-05196,52.59099,18.53228,0.6220408,0,True
syn-05197,63.74838,28.96994,0.6533377,1,True
syn-05198,16.89817,1.45499,0.5706776,0,True
syn-05199,60.86459,10.41391,0.8025213,1,True
syn-05200,54.85025,18.15277,0.1439473,0,True
syn-05201,4.25235,3.92403,0.4859419,0,True
syn-05202,56.32153,23.04571,0.7952530,1,True
syn-05203,15.43307,4.85440,0.3949608,0,True
syn-05204,15.23855,9.10670,0.7711726,0,True
syn-05205,58.39424,26.54827,0.9184079,0,True
syn-05206,48.01718,0.00000,0.6858757,1,True
syn-05207,8.93575,4.27180,0.7455799,0,True
syn-05208,44.54620,18.42449,0.3178733,0,True
syn-05209,107.64188,8.57098,0.1742173,0,True
syn-05210,4.20067,25.05112,0.8038198,0,True
syn-05211,57.70452,5.83387,0.1781628,0,True
syn-05212,123.94509,8.40879,0.8113108,1,True
syn-05213,18.72444,18.36496,0.8685821,0,True
syn-05214,35.61781,9.62260,0.2694495,0,True
syn-05215,6.57388,27.53298,0.5835094,0,True
syn-05216,10.46937,10.53713,0.7176316,0,True
syn-05217,66.17535,24.21895,0.7320445,0,True
syn-05218,51.89494,17.97858,0.4967117,0,True
syn-05219,26.62368,18.32006,0.7826916,0,True
syn-05220,49.23101,16.24537,0.5048626,1,True
syn-05221,30.65322,22.31327,0.8875861,1,True
syn-05222,24.76171,2.93822,0.5609350,0,True
syn-05223,30.38410,9.19714,0.6337311,0,True
syn-05224,10.55289,22.49240,0.9730644,0,True
syn-05225,31.51212,5.97723,0.3801991,0,True
syn-05226,140.00000,16.17865,0.8618705,1,True
syn-05227,29.07107,16.30165,0.7180264,0,True
syn-05228,77.73473,0.00000,0.3432927,1,True
syn-05229,5.90414,13.21005,0.4642462,0,True
syn-05230,78.17889,5.48515,0.7012069,1,True
syn-05231,14.66236,12.21414,0.4765019,0,True
syn-05232,26.56012,0.56533,0.6530509,0,True
syn-05233,18.54201,13.96882,0.6433960,0,True
syn-05234,52.01538,30.05635,0.4244592,0,True
syn-05235,29.02638,6.40472,0.9020738,1,True
syn-05236,2.57897,5.57027,0.7810582,0,True
syn-05237,14.62653,15.41549,0.8364246,0,True
syn-05238,76.04942,16.16201,0.4707288,1,True
syn-05239,12.79947,8.26246,0.6784580,0,True
syn-05240,11.00469,8.30372,0.5827109,0,True
syn-05241,26.20791,16.82054,0.6017530,0,True
syn-05242,18.24302,18.72808,0.5238543,0,True
syn-05243,19.51166,15.33989,0.8750407,0,True
syn-05244,62.41153,13.06136,0.5118070,1,True
syn-05245,52.37891,0.00000,0.8393127,1,True
syn-05246,61.89935,15.80684,0.8486251,1,True
syn-05247,73.64775,11.13573,0.8712493,1,True
syn-05248,16.38472,0.06446,0.6715524,0,True
syn-05249,39.86008,4.95998,0.4373554,0,True
syn-05250,32.27196,13.11574,0.7788518,0,True
syn-05251,39.95155,5.16043,0.8520494,1,True
syn-05252,135.42798,15.99036,0.3640187,0,True
syn-05253,23.42747,10.31231,0.4884606,0,True
syn-05254,36.98980,10.49118,0.7452337,1,True
syn-05255,49.24815,27.28286,0.4883575,0,True
syn-05256,44.89437,9.75327,0.5566557,0,True
syn-05257,99.23464,0.00000,0.9164355,1,True
syn-05258,38.90437,15.16045,0.4730325,1,True
syn-05259,67.81998,0.00000,0.5037019,0,True
syn-05260,99.96774,15.42500,0.4943283,1,True
syn-05261,64.72636,24.01124,0.7564043,0,True
syn-05262,66.42200,30.41320,0.7165021,0,True
syn-05263,76.08462,24.72976,0.6444414,1,True
syn-05264,99.39870,12.36602,0.5877562,0,True
syn-05265,31.60543,9.06067,0.5126755,0,True
syn-05266,52.76116,9.54735,0.5990650,1,True
syn-05267,16.93429,9.78088,0.3791321,0,True
syn-05268,53.98333,23.59949,0.7517821,0,True
syn-05269,83.17911,23.74993,0.6347386,1,True
syn-05270,25.15997,24.50856,0.5704191,0,True
syn-05271,24.01417,10.95096,0.4603273,1,True
syn-05272,7.14380,20.02737,0.4371192,0,True
syn-05273,19.31744,11.74679,0.6550759,0,True
syn-05274,15.84352,29.55564,0.8772064,0,True
syn-05275,96.96127,31.09916,0.8821911,1,True
syn-05276,100.37454,1.19181,0.3754081,1,True
syn-05277,50.63280,0.00000,0.1324413,0,True
syn-05278,12.32193,17.52110,0.6600933,0,True
syn-05279,27.49289,4.38469,0.6526057,1,True
syn-05280,55.18548,32.38892,0.9734734,0,True
syn-05281,47.67967,14.10517,0.4285354,0,True
syn-05282,53.66653,1.92521,0.7664616,1,True
syn-05283,106.75262,11.01028,0.5293547,1,True
syn-05284,12.41208,20.11986,0.2659786,0,True
syn-05285,12.76210,37.35065,0.2636611,0,True
syn-05286,25.44237,14.02161,0.6100573,0,True
syn-05287,42.65700,7.48042,0.4141440,0,True
syn-05288,7.22859,1.65623,0.9115937,1,True
syn-05289,136.16032,9.22077,0.3103791,1,True
syn-05290,75.97612,29.53645,0.4239296,0,True
syn-05291,55.52869,11.46107,0.8702502,1,True
syn-05292,36.08177,22.69226,0.2783003,0,True
syn-05293,7.64220,3.52459,0.5014989,0,True
syn-05294,53.23799,23.69009,0.8924471,1,True
syn-05295,57.75528,0.00000,0.7569665,1,True
syn-05296,15.63339,13.57585,0.4437868,0,True
syn-05297,17.62244,14.36118,0.6942685,0,True
syn-05298,41.84907,26.19339,0.8482115,0,True
syn-05299,71.98640,11.95901,0.8015032,1,True
syn-05300,47.59959,17.11126,0.4335202,0,True
syn-05301,13.28514,10.24646,0.2647062,1,True
syn-05302,46.36038,4.56364,0.5901089,0,True
syn-05303,8.42030,25.39701,0.5225135,0,True
syn-05304,8.10156,0.00000,0.6099986,0,True
syn-05305,63.79180,17.82620,0.5786149,0,True
syn-05306,29.18328,29.03705,0.4532803,0,True
syn-05307,16.79063,2.13587,0.9025716,1,True
syn-05308,10.99507,16.66443,0.6505548,0,True
syn-05309,76.81506,13.63073,0.3636008,1,True
syn-05310,13.69115,2.31512,0.7859542,1,True
syn-05311,64.56448,9.32473,0.8289167,1,True
syn-05312,36.80311,6.73696,0.6692485,0,True
syn-05313,52.12689,25.92883,0.2315988,0,True
syn-05314,32.07116,3.37392,0.2153368,0,True
syn-05315,55.55056,12.04462,0.9428927,1,True
syn-05316,78.84825,14.88257,0.6609038,1,True
syn-05317,96.72729,10.81333,0.2771769,1,True
syn-05318,21.92955,0.75943,0.8897533,0,True
syn-05319,39.55245,5.57988,0.2773297,0,True
syn-05320,43.53441,9.00403,0.4684483,0,True
syn-05321,47.97383,19.06450,0.6837042,1,True
syn-05322,16.29813,6.09818,0.8400794,1,True
syn-05323,17.82568,0.90986,0.9353980,1,True
syn-05324,106.67771,15.81055,0.6554579,1,True
syn-05325,14.51149,29.07436,0.1996832,0,True
syn-05326,40.58231,0.00000,0.2296344,0,True
syn-05327,54.71445,12.98542,0.2333615,0,True
syn-05328,76.01137,16.53461,0.5311847,0,True
syn-05329,17.32046,7.55430,0.7578397,0,True
syn-05330,26.65921,24.12451,0.4545141,0,True
syn-05331,56.05497,6.82331,0.4401645,1,True
syn-05332,38.16412,6.44062,0.2853094,1,True
syn-05333,6.64471,29.59306,0.8094620,0,True
syn-05334,20.90481,10.84592,0.6141756,0,True
syn-05335,57.77112,0.00000,0.7211438,1,True
syn-05336,17.10931,4.15959,0.8707904,0,True
syn-05337,29.95332,6.52660,0.4101885,0,True
syn-05338,14.78980,7.10294,0.6395448,0,True
syn-05339,22.24577,0.00000,0.5618541,0,True
syn-05340,6.48740,22.00601,0.6668504,0,True
syn-05341,15.31497,21.79542,0.8056393,0,True
syn-05342,5.33521,4.94067,0.2607260,0,True
syn-05343,133.60272,13.38880,0.7969714,1,True
syn-05344,13.91546,18.15331,0.4223543,0,True
syn-05345,7.30900,19.67557,0.3964374,0,True
syn-05346,88.70530,11.53902,0.1979413,1,True
syn-05347,26.43975,24.38844,0.3538167,0,True
syn-05348,54.58858,21.14863,0.8172240,1,True
syn-05349,38.32335,2.02428,0.7572560,1,True
syn-05350,51.55842,3.97161,0.3775380,0,True
syn-05351,14.36621,12.02755,0.6908028,1,True
syn-05352,22.17141,5.57012,0.7041288,0,True
syn-05353,39.97403,11.60051,0.4876114,0,True
syn-05354,27.31718,0.86103,0.1215801,0,True
syn-05355,36.41663,25.83683,0.3305158,0,True
syn-05356,57.18527,11.08077,0.6013165,0,True
syn-05357,20.19908,12.86102,0.7548857,1,True
syn-05358,26.06934,14.55431,0.3124132,0,True
syn-05359,67.86742,14.28742,0.2706828,0,True
syn-05360,30.03300,13.13485,0.5677974,1,True
syn-05361,82.78847,18.34723,0.7748185,1,True
syn-05362,39.70198,16.05136,0.6681995,0,True
syn-05363,54.00253,23.05063,0.3561261,0,True
syn-05364,53.90078,12.28199,0.8653125,1,True
syn-05365,87.27046,13.92059,0.8831343,1,True
syn-05366,42.46271,9.42964,0.3970214,0,True
syn-05367,38.27897,16.40501,0.6776759,1,True
syn-05368,74.17009,6.15921,0.6951877,1,True
syn-05369,27.26894,15.65854,0.6658671,0,True
syn-05370,62.35831,8.85474,0.5667867,0,True
syn-05371,34.50901,9.25418,0.7880910,1,True
syn-05372,19.54235,2.45312,0.6875638,0,True
syn-05373,45.45977,9.10223,0.7212465,1,True
syn-05374,25.36781,14.39057,0.8182346,0,True
syn-05375,31.35999,8.54088,0.2952521,0,True
syn-05376,14.90398,27.12909,0.7795398,0,True
syn-05377,57.97101,6.13878,0.6394383,1,True
syn-05378,31.67281,14.33433,0.5120121,0,True
syn-05379,115.69028,9.01575,0.7424219,1,True
syn-05380,32.16613,10.27433,0.3799443,0,True
syn-05381,43.59830,14.22221,0.5764536,1,True
syn-05382,31.54068,13.24193,0.7762161,1,True
syn-05383,35.63186,32.24941,0.8190559,0,True
syn-05384,22.15377,10.69805,0.8118498,1,True
syn-05385,27.07198,5.86836,0.5856607,0,True
syn-05386,16.05203,23.21593,0.1202095,0,True
syn-05387,63.75317,13.74582,0.6931322,0,True
syn-05388,17.35870,2.44257,0.6819220,0,True
syn-05389,57.95879,7.47639,0.8430665,0,True
syn-05390,38.76008,20.16428,0.5401056,0,True
syn-05391,59.55652,6.23289,0.4449400,0,True
syn-05392,77.47208,20.60261,0.6789893,0,True
syn-05393,97.20359,30.26883,0.1347679,0,True
syn-05394,25.56944,0.56715,0.7954118,1,True
syn-05395,15.71626,20.35168,0.0825807,0,True
syn-05396,49.51160,0.00000,0.2573956,0,True
syn-05397,33.31329,17.06198,0.6338109,1,True
syn-05398,15.87278,20.08955,0.4531126,0,True
syn-05399,62.25644,28.77075,0.8185796,1,True
syn-05400,52.35181,7.01862,0.4972613,1,True
syn-05401,22.68247,17.71473,0.2309683,0,True
syn-05402,100.79698,0.18850,0.7192286,1,True
syn-05403,2.34685,17.73491,0.3852592,0,True
syn-05404,26.36626,14.95455,0.8152533,0,True
syn-05405,90.12688,8.22645,0.3258138,1,True
syn-05406,24.16700,4.42758,0.3195860,1,True
syn-05407,9.13513,14.73158,0.7932642,0,True
syn-05408,99.50900,19.33695,0.6257414,0,True
syn-05409,31.31334,8.60660,0.3221252,0,True
syn-05410,60.19072,12.64262,0.5806624,1,True
syn-05411,57.95000,7.89907,0.1976345,1,True
syn-05412,24.72825,22.37886,0.3101267,0,True
syn-05413,21.95687,15.73929,0.7393563,0,True
syn-05414,43.95716,11.18919,0.3569862,1,True
syn-05415,18.60316,22.52113,0.6116756,1,True
syn-05416,59.26017,11.44627,0.7594771,1,True
syn-05417,55.52258,17.30436,0.8591532,1,True
syn-05418,36.34280,12.57049,0.6545393,0,True
syn-05419,32.18041,2.00322,0.8115669,1,True
syn-05420,64.77396,7.86762,0.5486622,1,True
syn-05421,105.53023,24.91790,0.7437885,1,True
syn-05422,39.47371,0.00000,0.3687685,0,True
syn-05423,29.47286,19.00492,0.4346210,0,True
syn-05424,5.97981,6.63786,0.7313249,0,True
syn-05425,24.39922,33.00292,0.6644652,0,True
syn-05426,63.32022,21.42634,0.3110371,0,True
syn-05427,15.55005,15.22092,0.3385652,0,True
syn-05428,40.40661,23.34699,0.4265705,0,True
syn-05429,88.83916,26.03684,0.5803092,1,True
syn-05430,62.79978,16.79565,0.5203772,0,True
syn-05431,107.67336,15.87996,0.5271441,1,True
syn-05432,7.78006,19.24424,0.6534516,1,True
syn-05433,47.01341,20.81905,0.8625366,1,True
syn-05434,59.39839,6.61944,0.6440049,1,True
syn-05435,10.49235,14.09447,0.6424096,0,True
syn-05436,44.85657,1.06967,0.2338142,0,True
syn-05437,24.85246,13.11977,0.6582682,0,True
syn-05438,22.04847,10.63136,0.5913952,0,True
syn-05439,65.32538,4.49950,0.9519725,1,True
syn-05440,61.84209,5.80286,0.4304300,0,True
syn-05441,13.54525,4.47111,0.3861212,0,True
syn-05442,16.34936,16.63409,0.3429721,0,True
syn-05443,84.86232,18.57332,0.5693042,1,True
syn-05444,29.65908,9.37062,0.8067503,0,True
syn-05445,36.63138,0.00000,0.7709949,1,True
syn-05446,45.43996,2.08170,0.2661004,0,True
syn-05447,25.67950,9.94041,0.7527288,0,True
syn-05448,48.93338,26.12004,0.5082908,1,True
syn-05449,18.35876,31.31798,0.1881983,0,True
syn-05450,36.06330,21.48396,0.6824857,0,True
syn-05451,1.94800,0.76214,0.2883275,0,True
syn-05452,45.13795,0.00000,0.2519719,1,True
syn-05453,24.17561,5.73193,0.7545553,1,True
syn-05454,31.34978,17.92363,0.6835819,1,True
syn-05455,23.58159,11.78780,0.3131053,0,True
syn-05456,20.87261,5.47806,0.8041391,1,True
syn-05457,88.22926,5.65873,0.0533202,0,True
syn-05458,86.62452,10.41416,0.2377240,0,True
syn-05459,13.83289,6.05520,0.2333152,0,True
syn-05460,62.63936,0.00000,0.5717023,0,True
syn-05461,67.08803,19.67751,0.6876207,1,True
syn-05462,55.57501,9.13032,0.5113447,1,True
syn-05463,17.38157,15.30485,0.5594552,0,True
syn-05464,61.60937,18.49509,0.6872867,1,True
syn-05465,20.26086,14.82979,0.3867492,0,True
syn-05466,33.84305,22.49639,0.3235462,0,True
syn-05467,21.00944,24.12870,0.7800389,0,True
syn-05468,28.99616,13.02117,0.8539973,1,True
syn-05469,79.90667,11.63269,0.8934468,1,True
syn-05470,25.76168,10.21457,0.7740786,0,True
syn-05471,28.70757,10.99389,0.4395658,0,True
syn-05472,51.40385,8.93389,0.6673187,0,True
syn-05473,28.39852,8.11658,0.5999628,0,True
syn-05474,34.99438,13.77032,0.5004447,0,True
syn-05475,28.62153,17.70284,0.7339990,0,True
syn-05476,22.37767,18.20489,0.4314840,0,True
syn-05477,26.68769,17.96366,0.7653307,0,True
syn-05478,17.05820,19.00266,0.6854048,1,True
syn-05479,13.50289,16.06657,0.8781535,0,True
syn-05480,9.67436,5.50551,0.6065863,0,True
syn-05481,103.85861,14.37452,0.2417270,1,True
syn-05482,32.63673,19.80394,0.2654559,1,True
syn-05483,56.27032,9.53472,0.4022973,1,True
syn-05484,40.80318,34.07973,0.7355831,0,True
syn-05485,16.77666,35.31984,0.7018429,0,True
syn-05486,26.96833,6.90819,0.5539747,1,True
syn-05487,83.05136,21.16860,0.4185331,1,True
syn-05488,59.81868,8.89649,0.6357786,1,True
syn-05489,31.24052,6.02422,0.5992843,0,True
syn-05490,60.40658,9.12189,0.2723802,1,True
syn-05491,19.46498,29.05347,0.6100492,0,True
syn-05492,50.81065,13.55771,0.5538185,0,True
syn-05493,35.06692,13.88364,0.6872070,0,True
syn-05494,6.56785,12.43968,0.7306583,0,True
syn-05495,125.83993,0.00000,0.9907303,1,True
syn-05496,39.21807,13.19665,0.5855748,0,True
syn-05497,47.06653,16.18443,0.0828090,0,True
syn-05498,27.00934,18.71285,0.3483695,0,True
syn-05499,64.49319,27.18893,0.2057425,0,True
syn-05500,6.54377,28.31778,0.4828921,0,True
syn-05501,48.00104,25.43286,0.6247041,0,True
syn-05502,50.07504,10.89972,0.6966624,1,True
syn-05503,112.19101,16.00931,0.4066300,1,True
syn-05504,47.44006,0.00000,0.4753201,0,True
syn-05505,84.53742,19.46285,0.5102990,0,True
syn-05506,11.79893,9.31665,0.3454950,0,True
syn-05507,16.07844,16.43952,0.4231879,0,True
syn-05508,50.44838,10.44390,0.4268610,1,True
syn-05509,19.63605,2.29548,0.6037167,0,True
syn-05510,56.37854,16.41231,0.5513801,1,True
syn-05511,27.45251,0.00000,0.7701570,0,True
syn-05512,10.66276,15.18947,0.7158138,0,True
syn-05513,49.69381,12.46512,0.6536116,1,True
syn-05514,25.03957,9.88340,0.9072053,1,True
syn-05515,94.96576,2.03856,0.4897165,1,True
syn-05516,11.01865,10.72390,0.7056971,0,True
syn-05517,114.09497,0.00000,0.6944345,1,True
